,id,trial,action,reward,probs_blue,probs_orange
41,10,42,1,0,0.25,0.25
42,10,43,1,0,0.25,0.25
43,10,44,1,1,0.25,0.25
44,10,45,1,0,0.25,0.25
45,10,46,1,1,0.25,0.25
46,10,47,0,0,0.25,0.25
47,10,48,1,1,0.25,0.25
48,10,49,1,0,0.25,0.25
49,10,50,0,1,0.25,0.25
50,10,51,1,0,0.25,0.25
51,10,52,1,0,0.25,0.25
52,10,53,1,1,0.25,0.25
53,10,54,0,0,0.25,0.25
54,10,55,1,0,0.25,0.25
55,10,56,0,0,0.25,0.25
56,10,57,1,1,0.25,0.25
57,10,58,0,0,0.25,0.25
58,10,59,1,0,0.25,0.25
59,10,60,0,0,0.25,0.25
60,10,61,1,0,0.25,0.25
61,10,62,1,1,0.25,0.25
62,10,63,0,0,0.25,0.25
63,10,64,1,0,0.25,0.25
64,10,65,1,1,0.25,0.25
65,10,66,1,1,0.25,0.25
66,10,67,0,0,0.25,0.25
67,10,68,1,0,0.25,0.25
68,10,69,1,0,0.25,0.25
69,10,70,1,1,0.25,0.25
70,10,71,1,0,0.25,0.25
71,10,72,0,0,0.25,0.25
72,10,73,1,0,0.25,0.25
73,10,74,1,1,0.25,0.25
74,10,75,0,0,0.25,0.25
75,10,76,1,1,0.25,0.25
76,10,77,1,0,0.25,0.25
77,10,78,1,0,0.25,0.25
78,10,79,1,0,0.25,0.25
79,10,80,0,0,0.25,0.25
80,10,81,1,0,0.25,0.25
81,10,82,1,0,0.25,0.25
82,10,83,1,0,0.25,0.25
83,10,84,0,0,0.25,0.25
84,10,85,1,0,0.25,0.25
85,10,86,0,0,0.25,0.25
86,10,87,1,0,0.25,0.25
87,10,88,1,0,0.25,0.25
88,10,89,1,1,0.25,0.25
89,10,90,1,0,0.25,0.25
90,10,91,1,0,0.25,0.25
91,10,92,1,1,0.25,0.25
92,10,93,1,1,0.25,0.25
93,10,94,1,0,0.25,0.25
94,10,95,1,0,0.25,0.25
95,10,96,1,0,0.25,0.25
96,10,97,1,0,0.25,0.25
97,10,98,1,0,0.25,0.25
98,10,99,0,0,0.25,0.25
99,10,100,1,0,0.25,0.25
0,100,1,1,0,0.25,0.25
1,100,2,1,1,0.25,0.25
2,100,3,1,0,0.25,0.25
3,100,4,1,0,0.25,0.25
4,100,5,1,0,0.25,0.25
5,100,6,1,1,0.25,0.25
6,100,7,1,0,0.25,0.25
7,100,8,1,0,0.25,0.25
8,100,9,1,0,0.25,0.25
9,100,10,1,0,0.25,0.25
10,100,11,1,0,0.25,0.25
11,100,12,0,1,0.25,0.25
12,100,13,1,0,0.25,0.25
13,100,14,1,1,0.25,0.25
14,100,15,1,0,0.25,0.25
15,100,16,0,0,0.25,0.25
16,100,17,1,0,0.25,0.25
17,100,18,1,0,0.25,0.25
18,100,19,1,0,0.25,0.25
19,100,20,1,0,0.25,0.25
20,100,21,1,0,0.25,0.25
21,100,22,0,0,0.25,0.25
22,100,23,1,0,0.25,0.25
23,100,24,0,0,0.25,0.25
24,100,25,1,1,0.25,0.25
25,100,26,1,0,0.25,0.25
26,100,27,1,1,0.25,0.25
27,100,28,1,0,0.25,0.25
28,100,29,1,1,0.25,0.25
29,100,30,1,0,0.25,0.25
30,100,31,1,0,0.25,0.25
31,100,32,1,0,0.25,0.25
32,100,33,1,0,0.25,0.25
33,100,34,1,1,0.25,0.25
34,100,35,0,0,0.25,0.25
35,100,36,1,0,0.25,0.25
36,100,37,0,0,0.25,0.25
37,100,38,1,0,0.25,0.25
38,100,39,0,0,0.25,0.25
39,100,40,1,0,0.25,0.25
40,100,41,1,0,0.25,0.25
41,100,42,1,1,0.25,0.25
42,100,43,1,0,0.25,0.25
43,100,44,0,0,0.25,0.25
44,100,45,1,1,0.25,0.25
45,100,46,1,0,0.25,0.25
46,100,47,1,0,0.25,0.25
47,100,48,1,1,0.25,0.25
48,100,49,1,0,0.25,0.25
49,100,50,1,1,0.25,0.25
50,100,51,1,1,0.25,0.25
51,100,52,0,1,0.25,0.25
52,100,53,1,0,0.25,0.25
53,100,54,1,0,0.25,0.25
54,100,55,0,0,0.25,0.25
55,100,56,1,1,0.25,0.25
56,100,57,1,0,0.25,0.25
57,100,58,0,0,0.25,0.25
58,100,59,1,0,0.25,0.25
59,100,60,0,0,0.25,0.25
60,100,61,0,0,0.25,0.25
61,100,62,0,0,0.25,0.25
62,100,63,1,0,0.25,0.25
63,100,64,1,0,0.25,0.25
64,100,65,1,0,0.25,0.25
65,100,66,0,0,0.25,0.25
66,100,67,1,0,0.25,0.25
67,100,68,1,0,0.25,0.25
68,100,69,1,0,0.25,0.25
69,100,70,1,0,0.25,0.25
70,100,71,1,1,0.25,0.25
71,100,72,1,0,0.25,0.25
72,100,73,1,0,0.25,0.25
73,100,74,1,0,0.25,0.25
74,100,75,1,1,0.25,0.25
75,100,76,1,0,0.25,0.25
76,100,77,1,0,0.25,0.25
77,100,78,1,0,0.25,0.25
78,100,79,1,0,0.25,0.25
79,100,80,1,0,0.25,0.25
80,100,81,0,0,0.25,0.25
81,100,82,1,0,0.25,0.25
82,100,83,1,1,0.25,0.25
83,100,84,1,0,0.25,0.25
84,100,85,0,0,0.25,0.25
85,100,86,1,0,0.25,0.25
86,100,87,1,1,0.25,0.25
87,100,88,1,0,0.25,0.25
88,100,89,1,0,0.25,0.25
89,100,90,1,0,0.25,0.25
90,100,91,1,0,0.25,0.25
91,100,92,1,0,0.25,0.25
92,100,93,0,0,0.25,0.25
93,100,94,1,0,0.25,0.25
94,100,95,1,0,0.25,0.25
95,100,96,1,0,0.25,0.25
96,100,97,0,0,0.25,0.25
97,100,98,1,0,0.25,0.25
98,100,99,1,0,0.25,0.25
99,100,100,1,1,0.25,0.25
0,101,1,1,0,0.25,0.25
1,101,2,1,0,0.25,0.25
2,101,3,1,0,0.25,0.25
3,101,4,1,1,0.25,0.25
4,101,5,1,0,0.25,0.25
5,101,6,1,0,0.25,0.25
6,101,7,1,1,0.25,0.25
7,101,8,1,0,0.25,0.25
8,101,9,1,1,0.25,0.25
9,101,10,1,0,0.25,0.25
10,101,11,1,0,0.25,0.25
11,101,12,1,0,0.25,0.25
12,101,13,1,0,0.25,0.25
13,101,14,0,1,0.25,0.25
14,101,15,1,1,0.25,0.25
15,101,16,1,0,0.25,0.25
16,101,17,0,0,0.25,0.25
17,101,18,1,0,0.25,0.25
18,101,19,0,0,0.25,0.25
19,101,20,1,0,0.25,0.25
20,101,21,1,1,0.25,0.25
21,101,22,1,0,0.25,0.25
22,101,23,1,1,0.25,0.25
23,101,24,0,1,0.25,0.25
24,101,25,0,0,0.25,0.25
25,101,26,1,0,0.25,0.25
26,101,27,1,0,0.25,0.25
27,101,28,1,0,0.25,0.25
28,101,29,1,0,0.25,0.25
29,101,30,1,0,0.25,0.25
30,101,31,0,0,0.25,0.25
31,101,32,1,0,0.25,0.25
32,101,33,0,0,0.25,0.25
33,101,34,0,0,0.25,0.25
34,101,35,1,0,0.25,0.25
35,101,36,1,1,0.25,0.25
36,101,37,1,1,0.25,0.25
37,101,38,1,1,0.25,0.25
38,101,39,1,0,0.25,0.25
39,101,40,1,0,0.25,0.25
40,101,41,1,1,0.25,0.25
41,101,42,1,0,0.25,0.25
42,101,43,1,0,0.25,0.25
43,101,44,1,0,0.25,0.25
44,101,45,1,0,0.25,0.25
45,101,46,0,1,0.25,0.25
46,101,47,0,0,0.25,0.25
47,101,48,0,0,0.25,0.25
48,101,49,1,1,0.25,0.25
49,101,50,1,0,0.25,0.25
50,101,51,0,0,0.25,0.25
51,101,52,1,0,0.25,0.25
52,101,53,1,1,0.25,0.25
53,101,54,1,1,0.25,0.25
54,101,55,1,0,0.25,0.25
55,101,56,0,0,0.25,0.25
56,101,57,1,0,0.25,0.25
57,101,58,1,0,0.25,0.25
58,101,59,1,0,0.25,0.25
59,101,60,1,1,0.25,0.25
60,101,61,1,0,0.25,0.25
61,101,62,1,0,0.25,0.25
62,101,63,0,0,0.25,0.25
63,101,64,0,1,0.25,0.25
64,101,65,1,0,0.25,0.25
65,101,66,1,0,0.25,0.25
66,101,67,1,0,0.25,0.25
67,101,68,1,0,0.25,0.25
68,101,69,1,0,0.25,0.25
69,101,70,0,0,0.25,0.25
70,101,71,1,1,0.25,0.25
71,101,72,1,0,0.25,0.25
72,101,73,1,0,0.25,0.25
73,101,74,0,0,0.25,0.25
74,101,75,1,1,0.25,0.25
75,101,76,1,0,0.25,0.25
76,101,77,1,0,0.25,0.25
77,101,78,1,0,0.25,0.25
78,101,79,1,1,0.25,0.25
79,101,80,1,0,0.25,0.25
80,101,81,0,0,0.25,0.25
81,101,82,1,0,0.25,0.25
82,101,83,1,0,0.25,0.25
83,101,84,1,0,0.25,0.25
84,101,85,0,0,0.25,0.25
85,101,86,1,0,0.25,0.25
86,101,87,1,0,0.25,0.25
87,101,88,1,1,0.25,0.25
88,101,89,0,0,0.25,0.25
89,101,90,1,0,0.25,0.25
90,101,91,1,1,0.25,0.25
91,101,92,1,0,0.25,0.25
92,101,93,1,0,0.25,0.25
93,101,94,1,0,0.25,0.25
94,101,95,1,0,0.25,0.25
95,101,96,1,0,0.25,0.25
96,101,97,1,0,0.25,0.25
97,101,98,0,0,0.25,0.25
98,101,99,1,0,0.25,0.25
99,101,100,1,0,0.25,0.25
0,102,1,1,0,0.25,0.25
1,102,2,1,0,0.25,0.25
2,102,3,1,0,0.25,0.25
3,102,4,1,0,0.25,0.25
4,102,5,1,1,0.25,0.25
5,102,6,1,0,0.25,0.25
6,102,7,1,0,0.25,0.25
7,102,8,1,1,0.25,0.25
8,102,9,1,0,0.25,0.25
9,102,10,1,0,0.25,0.25
10,102,11,1,0,0.25,0.25
11,102,12,1,0,0.25,0.25
12,102,13,1,0,0.25,0.25
13,102,14,1,0,0.25,0.25
14,102,15,0,1,0.25,0.25
15,102,16,1,1,0.25,0.25
16,102,17,1,0,0.25,0.25
17,102,18,0,0,0.25,0.25
18,102,19,1,0,0.25,0.25
19,102,20,1,1,0.25,0.25
20,102,21,1,0,0.25,0.25
21,102,22,1,0,0.25,0.25
22,102,23,1,0,0.25,0.25
23,102,24,1,0,0.25,0.25
24,102,25,0,0,0.25,0.25
25,102,26,0,0,0.25,0.25
26,102,27,1,0,0.25,0.25
27,102,28,1,0,0.25,0.25
28,102,29,1,0,0.25,0.25
29,102,30,0,0,0.25,0.25
30,102,31,0,1,0.25,0.25
31,102,32,1,1,0.25,0.25
32,102,33,1,1,0.25,0.25
33,102,34,1,0,0.25,0.25
34,102,35,1,1,0.25,0.25
35,102,36,1,0,0.25,0.25
36,102,37,1,0,0.25,0.25
37,102,38,1,0,0.25,0.25
38,102,39,1,1,0.25,0.25
39,102,40,1,0,0.25,0.25
40,102,41,0,0,0.25,0.25
41,102,42,0,0,0.25,0.25
42,102,43,1,1,0.25,0.25
43,102,44,1,0,0.25,0.25
44,102,45,0,1,0.25,0.25
45,102,46,1,0,0.25,0.25
46,102,47,1,0,0.25,0.25
47,102,48,1,0,0.25,0.25
48,102,49,0,1,0.25,0.25
49,102,50,1,1,0.25,0.25
50,102,51,1,0,0.25,0.25
51,102,52,1,1,0.25,0.25
52,102,53,1,1,0.25,0.25
53,102,54,1,1,0.25,0.25
54,102,55,0,1,0.25,0.25
55,102,56,1,0,0.25,0.25
56,102,57,1,1,0.25,0.25
57,102,58,1,0,0.25,0.25
58,102,59,0,0,0.25,0.25
59,102,60,0,1,0.25,0.25
60,102,61,1,1,0.25,0.25
61,102,62,0,0,0.25,0.25
62,102,63,0,0,0.25,0.25
63,102,64,0,1,0.25,0.25
64,102,65,0,1,0.25,0.25
65,102,66,1,1,0.25,0.25
66,102,67,0,1,0.25,0.25
67,102,68,1,0,0.25,0.25
68,102,69,1,0,0.25,0.25
69,102,70,0,0,0.25,0.25
70,102,71,0,0,0.25,0.25
71,102,72,1,0,0.25,0.25
72,102,73,1,0,0.25,0.25
73,102,74,0,1,0.25,0.25
74,102,75,0,0,0.25,0.25
75,102,76,0,0,0.25,0.25
76,102,77,0,0,0.25,0.25
77,102,78,1,0,0.25,0.25
78,102,79,1,0,0.25,0.25
79,102,80,1,1,0.25,0.25
80,102,81,1,0,0.25,0.25
81,102,82,1,0,0.25,0.25
82,102,83,1,0,0.25,0.25
83,102,84,0,0,0.25,0.25
84,102,85,1,1,0.25,0.25
85,102,86,1,1,0.25,0.25
86,102,87,1,1,0.25,0.25
87,102,88,1,0,0.25,0.25
88,102,89,1,0,0.25,0.25
89,102,90,0,0,0.25,0.25
90,102,91,1,0,0.25,0.25
91,102,92,1,1,0.25,0.25
92,102,93,1,0,0.25,0.25
93,102,94,1,0,0.25,0.25
94,102,95,0,0,0.25,0.25
95,102,96,0,0,0.25,0.25
96,102,97,0,0,0.25,0.25
97,102,98,1,0,0.25,0.25
98,102,99,1,0,0.25,0.25
99,102,100,1,1,0.25,0.25
0,103,1,1,0,0.25,0.25
1,103,2,1,0,0.25,0.25
2,103,3,1,0,0.25,0.25
3,103,4,1,0,0.25,0.25
4,103,5,1,0,0.25,0.25
5,103,6,1,0,0.25,0.25
6,103,7,1,0,0.25,0.25
7,103,8,1,1,0.25,0.25
8,103,9,1,0,0.25,0.25
9,103,10,1,0,0.25,0.25
10,103,11,1,1,0.25,0.25
11,103,12,1,0,0.25,0.25
12,103,13,1,1,0.25,0.25
13,103,14,1,0,0.25,0.25
14,103,15,1,1,0.25,0.25
15,103,16,1,1,0.25,0.25
16,103,17,1,1,0.25,0.25
17,103,18,0,0,0.25,0.25
18,103,19,1,0,0.25,0.25
19,103,20,1,1,0.25,0.25
20,103,21,0,0,0.25,0.25
21,103,22,1,0,0.25,0.25
22,103,23,0,0,0.25,0.25
23,103,24,1,0,0.25,0.25
24,103,25,0,0,0.25,0.25
25,103,26,0,0,0.25,0.25
26,103,27,0,0,0.25,0.25
27,103,28,1,0,0.25,0.25
28,103,29,1,1,0.25,0.25
29,103,30,0,0,0.25,0.25
30,103,31,1,0,0.25,0.25
31,103,32,1,0,0.25,0.25
32,103,33,1,0,0.25,0.25
33,103,34,1,0,0.25,0.25
34,103,35,1,0,0.25,0.25
35,103,36,1,0,0.25,0.25
36,103,37,1,0,0.25,0.25
37,103,38,1,1,0.25,0.25
38,103,39,0,1,0.25,0.25
39,103,40,1,1,0.25,0.25
40,103,41,1,0,0.25,0.25
41,103,42,1,0,0.25,0.25
42,103,43,1,0,0.25,0.25
43,103,44,1,1,0.25,0.25
44,103,45,1,0,0.25,0.25
45,103,46,1,0,0.25,0.25
46,103,47,1,0,0.25,0.25
47,103,48,0,0,0.25,0.25
48,103,49,0,0,0.25,0.25
49,103,50,0,0,0.25,0.25
50,103,51,1,0,0.25,0.25
51,103,52,1,0,0.25,0.25
52,103,53,1,0,0.25,0.25
53,103,54,0,0,0.25,0.25
54,103,55,1,0,0.25,0.25
55,103,56,1,0,0.25,0.25
56,103,57,1,0,0.25,0.25
57,103,58,1,0,0.25,0.25
58,103,59,1,1,0.25,0.25
59,103,60,1,0,0.25,0.25
60,103,61,1,0,0.25,0.25
61,103,62,1,0,0.25,0.25
62,103,63,1,0,0.25,0.25
63,103,64,1,0,0.25,0.25
64,103,65,1,1,0.25,0.25
65,103,66,1,0,0.25,0.25
66,103,67,1,0,0.25,0.25
67,103,68,1,0,0.25,0.25
68,103,69,0,0,0.25,0.25
69,103,70,1,1,0.25,0.25
70,103,71,1,1,0.25,0.25
71,103,72,1,0,0.25,0.25
72,103,73,1,0,0.25,0.25
73,103,74,1,0,0.25,0.25
74,103,75,0,0,0.25,0.25
75,103,76,1,1,0.25,0.25
76,103,77,1,0,0.25,0.25
77,103,78,1,1,0.25,0.25
78,103,79,1,1,0.25,0.25
79,103,80,0,0,0.25,0.25
80,103,81,0,0,0.25,0.25
81,103,82,1,1,0.25,0.25
82,103,83,1,1,0.25,0.25
83,103,84,1,0,0.25,0.25
84,103,85,1,1,0.25,0.25
85,103,86,0,0,0.25,0.25
86,103,87,1,0,0.25,0.25
87,103,88,0,0,0.25,0.25
88,103,89,0,0,0.25,0.25
89,103,90,1,1,0.25,0.25
90,103,91,1,0,0.25,0.25
91,103,92,0,0,0.25,0.25
92,103,93,0,1,0.25,0.25
93,103,94,1,0,0.25,0.25
94,103,95,0,0,0.25,0.25
95,103,96,1,0,0.25,0.25
96,103,97,1,0,0.25,0.25
97,103,98,1,0,0.25,0.25
98,103,99,1,0,0.25,0.25
99,103,100,0,0,0.25,0.25
0,104,1,0,1,0.25,0.25
1,104,2,0,0,0.25,0.25
2,104,3,0,1,0.25,0.25
3,104,4,0,0,0.25,0.25
4,104,5,0,0,0.25,0.25
5,104,6,0,0,0.25,0.25
6,104,7,0,0,0.25,0.25
7,104,8,0,0,0.25,0.25
8,104,9,0,0,0.25,0.25
9,104,10,0,0,0.25,0.25
10,104,11,0,0,0.25,0.25
11,104,12,1,0,0.25,0.25
12,104,13,0,0,0.25,0.25
13,104,14,1,1,0.25,0.25
14,104,15,1,0,0.25,0.25
15,104,16,1,1,0.25,0.25
16,104,17,1,0,0.25,0.25
17,104,18,1,0,0.25,0.25
18,104,19,1,1,0.25,0.25
19,104,20,1,0,0.25,0.25
20,104,21,1,0,0.25,0.25
21,104,22,1,1,0.25,0.25
22,104,23,1,0,0.25,0.25
23,104,24,0,0,0.25,0.25
24,104,25,1,1,0.25,0.25
25,104,26,0,0,0.25,0.25
26,104,27,1,0,0.25,0.25
27,104,28,1,1,0.25,0.25
28,104,29,0,0,0.25,0.25
29,104,30,1,0,0.25,0.25
30,104,31,1,0,0.25,0.25
31,104,32,0,1,0.25,0.25
32,104,33,1,1,0.25,0.25
33,104,34,1,0,0.25,0.25
34,104,35,0,0,0.25,0.25
35,104,36,1,0,0.25,0.25
36,104,37,1,0,0.25,0.25
37,104,38,0,1,0.25,0.25
38,104,39,1,1,0.25,0.25
39,104,40,1,0,0.25,0.25
40,104,41,1,0,0.25,0.25
41,104,42,0,0,0.25,0.25
42,104,43,0,1,0.25,0.25
43,104,44,1,1,0.25,0.25
44,104,45,1,0,0.25,0.25
45,104,46,1,0,0.25,0.25
46,104,47,1,1,0.25,0.25
47,104,48,0,1,0.25,0.25
48,104,49,0,1,0.25,0.25
49,104,50,1,0,0.25,0.25
50,104,51,1,0,0.25,0.25
51,104,52,1,0,0.25,0.25
52,104,53,0,0,0.25,0.25
53,104,54,0,1,0.25,0.25
54,104,55,1,0,0.25,0.25
55,104,56,1,0,0.25,0.25
56,104,57,0,1,0.25,0.25
57,104,58,0,0,0.25,0.25
58,104,59,0,0,0.25,0.25
59,104,60,1,0,0.25,0.25
60,104,61,1,0,0.25,0.25
61,104,62,1,0,0.25,0.25
62,104,63,1,0,0.25,0.25
63,104,64,0,1,0.25,0.25
64,104,65,1,0,0.25,0.25
65,104,66,1,1,0.25,0.25
66,104,67,0,0,0.25,0.25
67,104,68,1,1,0.25,0.25
68,104,69,1,0,0.25,0.25
69,104,70,1,0,0.25,0.25
70,104,71,1,1,0.25,0.25
71,104,72,1,0,0.25,0.25
72,104,73,1,0,0.25,0.25
73,104,74,0,0,0.25,0.25
74,104,75,1,0,0.25,0.25
75,104,76,0,0,0.25,0.25
76,104,77,1,0,0.25,0.25
77,104,78,0,0,0.25,0.25
78,104,79,1,1,0.25,0.25
79,104,80,1,0,0.25,0.25
80,104,81,0,0,0.25,0.25
81,104,82,1,1,0.25,0.25
82,104,83,1,0,0.25,0.25
83,104,84,1,0,0.25,0.25
84,104,85,1,0,0.25,0.25
85,104,86,1,0,0.25,0.25
86,104,87,1,0,0.25,0.25
87,104,88,1,0,0.25,0.25
88,104,89,0,0,0.25,0.25
89,104,90,1,0,0.25,0.25
90,104,91,1,0,0.25,0.25
91,104,92,0,1,0.25,0.25
92,104,93,1,0,0.25,0.25
93,104,94,1,0,0.25,0.25
94,104,95,1,0,0.25,0.25
95,104,96,1,0,0.25,0.25
96,104,97,1,0,0.25,0.25
97,104,98,1,1,0.25,0.25
98,104,99,1,0,0.25,0.25
99,104,100,1,0,0.25,0.25
0,105,1,0,1,0.25,0.25
1,105,2,0,0,0.25,0.25
2,105,3,0,0,0.25,0.25
3,105,4,1,0,0.25,0.25
4,105,5,1,0,0.25,0.25
5,105,6,0,0,0.25,0.25
6,105,7,0,1,0.25,0.25
7,105,8,0,0,0.25,0.25
8,105,9,0,0,0.25,0.25
9,105,10,0,0,0.25,0.25
10,105,11,0,0,0.25,0.25
11,105,12,1,0,0.25,0.25
12,105,13,1,0,0.25,0.25
13,105,14,1,0,0.25,0.25
14,105,15,1,0,0.25,0.25
15,105,16,1,1,0.25,0.25
16,105,17,0,0,0.25,0.25
17,105,18,1,0,0.25,0.25
18,105,19,1,0,0.25,0.25
19,105,20,1,0,0.25,0.25
20,105,21,1,1,0.25,0.25
21,105,22,1,0,0.25,0.25
22,105,23,1,1,0.25,0.25
23,105,24,1,1,0.25,0.25
24,105,25,1,0,0.25,0.25
25,105,26,0,1,0.25,0.25
26,105,27,1,1,0.25,0.25
27,105,28,1,1,0.25,0.25
28,105,29,1,0,0.25,0.25
29,105,30,1,0,0.25,0.25
30,105,31,0,0,0.25,0.25
31,105,32,1,0,0.25,0.25
32,105,33,0,0,0.25,0.25
33,105,34,0,0,0.25,0.25
34,105,35,1,1,0.25,0.25
35,105,36,0,0,0.25,0.25
36,105,37,0,0,0.25,0.25
37,105,38,0,0,0.25,0.25
38,105,39,1,0,0.25,0.25
39,105,40,1,1,0.25,0.25
40,105,41,1,1,0.25,0.25
41,105,42,1,0,0.25,0.25
42,105,43,1,0,0.25,0.25
43,105,44,1,1,0.25,0.25
44,105,45,0,0,0.25,0.25
45,105,46,1,0,0.25,0.25
46,105,47,1,1,0.25,0.25
47,105,48,1,0,0.25,0.25
48,105,49,1,0,0.25,0.25
49,105,50,0,1,0.25,0.25
50,105,51,0,1,0.25,0.25
51,105,52,1,1,0.25,0.25
52,105,53,1,0,0.25,0.25
53,105,54,0,0,0.25,0.25
54,105,55,1,0,0.25,0.25
55,105,56,1,0,0.25,0.25
56,105,57,0,0,0.25,0.25
57,105,58,1,1,0.25,0.25
58,105,59,1,0,0.25,0.25
59,105,60,0,1,0.25,0.25
60,105,61,0,0,0.25,0.25
61,105,62,0,0,0.25,0.25
62,105,63,1,0,0.25,0.25
63,105,64,1,0,0.25,0.25
64,105,65,1,1,0.25,0.25
65,105,66,1,0,0.25,0.25
66,105,67,1,0,0.25,0.25
67,105,68,0,0,0.25,0.25
68,105,69,1,0,0.25,0.25
69,105,70,0,0,0.25,0.25
70,105,71,1,1,0.25,0.25
71,105,72,1,0,0.25,0.25
72,105,73,1,0,0.25,0.25
73,105,74,1,1,0.25,0.25
74,105,75,0,1,0.25,0.25
